width (mm),length (mm),freq (Hz),Impedance Magnitude (Ohms),Capacitance (F),Impedance Phase (rad)
2,5,281.8382931264455,140578.88504442788,4.017485281725556E-9,-1.5549895709292043
2,5,316.22776601683796,125489.8516422775,4.0111848015240725E-9,-1.5540162420600503
2,5,354.81338923357566,112040.58258228698,4.004167980696341E-9,-1.5531638869815867
2,5,398.1071705534973,100048.52056331537,3.9965233141924394E-9,-1.5524754912952556
2,5,446.6835921509635,89350.91726483744,3.988392815626462E-9,-1.5519894857918273
2,5,501.18723362727246,79803.07671395688,3.979966341575397E-9,-1.551734851413354
2,5,562.341325190349,71276.79567746675,3.971466760511112E-9,-1.5517270404102572
2,5,630.9573444801937,63658.83223764992,3.963131378418675E-9,-1.551965436785094
2,5,707.945784384138,56849.456849019705,3.955187135586099E-9,-1.5524335192563097
2,5,794.3282347242822,50760.93208658382,3.947830863125887E-9,-1.5531014261295084
2,5,891.2509381337459,45316.00295181493,3.9412166672522644E-9,-1.5539299923234071
2,5,1000,40446.47284995416,3.935451085154239E-9,-1.554875686644649
2,5,1122.018454301964,36091.90912100763,3.93059678558456E-9,-1.555895165340719
2,5,1258.9254117941675,32198.52434191162,3.926682650767477E-9,-1.5569487658193955
2,5,1412.5375446227554,28718.251136857012,3.9237170868320275E-9,-1.5580026679679175
2,5,1584.893192461114,25607.997877588215,3.921701832979816E-9,-1.559029859862891
2,5,1778.2794100389228,22829.03709800981,3.920647547451654E-9,-1.5600099475227258
2,5,1995.262314968881,20346.52208142819,3.920586971936768E-9,-1.5609284941892831
2,5,2238.72113856834,18129.077166906773,3.921589246482066E-9,-1.561775942122855
2,5,2511.886431509582,16148.445389136723,3.923775868249816E-9,-1.562546426393073
2,5,2818.382931264455,14379.173440525523,3.927341072293312E-9,-1.5632365894690932
2,5,3162.2776601683795,12798.321670530306,3.932580349074556E-9,-1.5638444393332982
2,5,3548.1338923357566,11385.184269308706,3.939934849301266E-9,-1.5643681777590301
2,5,3981.0717055349733,10121.011953166593,3.95006269655013E-9,-1.5648048862405495
2,5,4466.835921509635,8988.71526891238,3.963961556402242E-9,-1.5651487408049758
2,5,5011.872336272725,7972.515604405267,3.9831907525257054E-9,-1.5653881192396786
2,5,5623.413251903491,7057.471150133648,4.010302298214286E-9,-1.565500105708261
2,5,6309.573444801937,6228.707057761951,4.049752284613114E-9,-1.5654385100936352
2,5,7079.457843841381,5469.896842493691,4.110058775031993E-9,-1.5651037413187545
2,5,7943.282347242822,4759.594368436231,4.209780860584257E-9,-1.5642521556652957
2,5,8912.509381337459,4060.0407451655715,4.398514277487994E-9,-1.562141349286978
2,5,10000,3269.4319738712493,4.868550924469542E-9,-1.5553380888546755
2,5,11220.18454301963,1828.2394978813093,7.783154299740648E-9,-1.4914489888804898
2,5,12589.254117941688,10867.535394718216,1.1732922832624446E-9,-1.4401467664936072
2,5,14125.375446227554,4123.655169831749,2.732388470327456E-9,-1.5661669032796297
2,5,15848.93192461114,3238.1220036071472,3.101180635961439E-9,-1.5699943859281875
2,5,17782.794100389227,2742.527151189421,3.263391680539419E-9,-1.5706272300957964
2,5,19952.62314968879,2378.3970922937365,3.3537892362054183E-9,-1.5707692516262395
2,5,22387.211385683422,2083.9567710042174,3.4113904222023104E-9,-1.5707959684410098
2,5,25118.864315095823,1835.5113139224181,3.4519386284610415E-9,-1.5707903188922334
2,5,28183.82931264455,1621.1062703917437,3.4834424995771714E-9,-1.5707737245689974
2,5,31622.776601683792,1433.3665596781123,3.5112589881613917E-9,-1.570749359877682
2,5,35481.33892335753,1266.6964776713562,3.5411764749444094E-9,-1.5707086036454485
2,5,39810.71705534977,1114.7702009442075,3.5862023301650897E-9,-1.5706070357752349
2,5,44668.359215096345,956.4192416243555,3.72539201300624E-9,-1.5699587630613714
2,7,1,2.770940371191865E7,5.743716019367926E-9,-1.570605579636917
2,7,1.1220184543019633,2.4696038313299116E7,5.743714590510612E-9,-1.5705823064332294
2,7,1.2589254117941673,2.20103743468226E7,5.743712789557311E-9,-1.5705561940785748
2,7,1.4125375446227544,1.961677466745154E7,5.743710524563318E-9,-1.570526896388908
2,7,1.5848931924611136,1.7483477673581135E7,5.7437076717527634E-9,-1.5704940250520438
2,7,1.7782794100389228,1.5582175802083503E7,5.743704081758375E-9,-1.5704571445134337
2,7,1.9952623149688797,1.3887639915869473E7,5.743699570675259E-9,-1.570415766267086
2,7,2.23872113856834,1.2377384591126692E7,5.743693883473249E-9,-1.5703693425301088
2,7,2.51188643150958,1.1031369641390411E7,5.7436867229083066E-9,-1.5703172590598078
2,7,2.8183829312644537,9831734.251878468,5.743677715681011E-9,-1.5702588272270188
2,7,3.1622776601683795,8762560.010948151,5.743666370700749E-9,-1.570193275248534
2,7,3.548133892335755,7809659.610126112,5.74365209367113E-9,-1.5701197382695058
2,7,3.981071705534973,6960388.654561818,5.743634114092746E-9,-1.570037247602529
2,7,4.466835921509632,6203477.814016036,5.743611491680635E-9,-1.5699447185672626
2,7,5.011872336272724,5528883.3473844575,5.74358301970852E-9,-1.5698409374680746
2,7,5.623413251903491,4927653.79812604,5.743547182013194E-9,-1.5697245470897905
2,7,6.309573444801933,4391811.203677526,5.7435020875380684E-9,-1.5695940310235987
2,7,7.07945784384138,3914245.2588506914,5.7434453414998476E-9,-1.5694476970418134
2,7,7.943282347242816,3488618.945006381,5.7433739443242066E-9,-1.5692836592264168
2,7,8.912509381337456,3109284.44476184,5.74328413487333E-9,-1.5690998196587003
2,7,10,2771208.2083312427,5.743171178476574E-9,-1.568893850006944
2,7,11.220184543019636,2469904.1444258853,5.743029153022367E-9,-1.5686631736094885
2,7,12.589254117941675,2201374.1016301005,5.742850630552231E-9,-1.5684049499344803
2,7,14.125375446227547,1962054.8061694733,5.7426263213477496E-9,-1.5681160625112989
2,7,15.848931924611142,1748770.5747620082,5.742344625619102E-9,-1.5677931137404715
2,7,17.78279410038923,1558691.1697188662,5.741991083850622E-9,-1.5674324299746145
2,7,19.952623149688797,1389294.2322189412,5.741547724528517E-9,-1.56703008239567
2,7,22.3872113856834,1238331.800069666,5.74099227895482E-9,-1.5665819310747324
2,7,25.11886431509581,1103800.4585831254,5.740297276703583E-9,-1.5660837019731177
2,7,28.18382931264455,983914.7313476976,5.73942901054913E-9,-1.5655311098404847
2,7,31.622776601683793,877083.3562027878,5.738346385498994E-9,-1.564920043874303
2,7,35.48133892335755,781888.1210066769,5.736999755155105E-9,-1.5642468355521568
2,7,39.810717055349734,697064.9880456458,5.735329781074027E-9,-1.5635086323686405
2,7,44.668359215096324,621487.2435923363,5.733266548696444E-9,-1.5627039013353103
2,7,50.11872336272725,554150.4511277764,5.730729193713412E-9,-1.561833082323732
2,7,56.23413251903491,494159.00875246106,5.7276264267223246E-9,-1.5608994000481575
2,7,63.09573444801933,440714.13766830956,5.723858448990045E-9,-1.559909818927313
2,7,70.79457843841381,393103.13690487086,5.719321074355267E-9,-1.5588760779939639
2,7,79.43282347242817,350689.81229543115,5.713912318141217E-9,-1.557815690283496
2,7,89.12509381337459,312905.95191437827,5.707542255921052E-9,-1.5567526957642985
2,7,100,279243.7908228754,5.700145991746869E-9,-1.5557178828529987
2,7,112.20184543019641,249249.41246563604,5.6916988826020266E-9,-1.554748139888192
2,7,125.89254117941675,222517.0432970995,5.682231969950644E-9,-1.5538846338078907
2,7,141.2537544622754,198684.18251803628,5.671844409029855E-9,-1.553169680696746
2,7,158.48931924611142,177427.47548444493,5.660708948120956E-9,-1.5526424950478854
2,7,177.82794100389228,158459.18725469374,5.649066987088793E-9,-1.552334420494142
2,7,199.52623149688807,141524.07928299677,5.637212051188701E-9,-1.5522645784202778
2,7,223.872113856834,126396.50024186423,5.625463089094786E-9,-1.5524369948907248
2,7,251.18864315095823,112877.52079445143,5.614132887810722E-9,-1.5528399617490765
2,7,281.8382931264455,100792.04395693485,5.60349821100586E-9,-1.5534478109509833
2,7,316.22776601683796,89985.9195627106,5.593777768621166E-9,-1.5542246229567347
2,7,354.81338923357566,80323.15944170849,5.585121867632488E-9,-1.5551288946550579
2,7,398.1071705534973,71683.38417879399,5.577613506242845E-9,-1.5561181739850576
2,7,446.6835921509635,63959.58918942918,5.5712787517409135E-9,-1.5571527930261067
2,7,501.18723362727246,57056.27393902436,5.566102362983227E-9,-1.5581983883265997
2,7,562.341325190349,50887.960006588495,5.562040596593995E-9,-1.5592273288361258
2,7,630.9573444801937,45377.810042223784,5.559054065232476E-9,-1.560218104491676
2,7,707.945784384138,40456.81515495783,5.557105257756424E-9,-1.5611556736987977
2,7,794.3282347242822,36062.923309136146,5.556174662121964E-9,-1.562030357545882
2,7,891.2509381337459,32140.306998254626,5.5562767490400014E-9,-1.5628365395481671
2,7,1000,28638.774403684813,5.557468851935733E-9,-1.5635717354398044
2,7,1122.018454301964,25513.222507874136,5.559863912586159E-9,-1.5642356520198166
2,7,1258.9254117941675,22723.135748924728,5.563647421442623E-9,-1.5648293676474532
2,7,1412.5375446227554,20232.118820022733,5.569102292400798E-9,-1.5653546084226264
2,7,1584.893192461114,18007.49136821698,5.576636131804107E-9,-1.5658133037603965
2,7,1778.2794100389228,16019.827948579918,5.5868480319210936E-9,-1.5662067213999855
2,7,1995.262314968881,14242.578258672074,5.600611663570641E-9,-1.566534919071919
2,7,2238.72113856834,12651.638104551987,5.619230491740504E-9,-1.5667956949615245
2,7,2511.886431509582,11224.872091109683,5.64471329991626E-9,-1.5669828879224208
2,7,2818.382931264455,9941.495921534382,5.680301488583232E-9,-1.5670830995086296
2,7,3162.2776601683795,8781.124755729494,5.731562093966432E-9,-1.5670686011498716
2,7,3548.1338923357566,7721.973891515437,5.80891649633111E-9,-1.5668798571716551
2,7,3981.0717055349733,6736.704438759484,5.934400914868594E-9,-1.566374838057263
2,7,4466.835921509635,5780.351688866003,6.164144508798844E-9,-1.5651420140585601
2,7,5011.872336272725,4742.588386289625,6.696125652323137E-9,-1.561467885921584
2,7,5623.413251903491,3115.5661104089604,9.089103485679385E-9,-1.5377008083267427
2,7,6309.573444801937,70103.02348910231,2.4542610193721606E-9,-0.14714003614484503
2,7,7079.457843841381,6046.718169912706,3.7179683762901863E-9,-1.5658620133835057
2,7,7943.282347242822,4604.084214133682,4.351880913537442E-9,-1.5700231634166297
2,7,8912.509381337459,3872.790944708634,4.611010204841343E-9,-1.5706313487874415
2,7,10000,3350.4543255277617,4.750249599061355E-9,-1.5707659932840234
2,7,11220.18454301963,2932.714512091599,4.8367132823406354E-9,-1.570794685583445
2,7,12589.254117941688,2582.094327897712,4.896074617732465E-9,-1.5707942183193229
2,7,14125.375446227554,2280.4747528343264,4.940772569121312E-9,-1.5707844319876554
2,7,15848.93192461114,2017.0719948011006,4.978502529858061E-9,-1.5707695231226637
2,7,17782.794100389227,1784.120570936692,5.016443573391567E-9,-1.5707459826515118
2,7,19952.62314968879,1573.9873021487845,5.067793491896008E-9,-1.5706942914410111
2,7,22387.211385683422,1369.490303322588,5.191121503676967E-9,-1.5704634947525038
2,7,25118.864315095823,5296.46713650231,1.2649701058257088E-9,-1.2397428047623127
2,7,28183.82931264455,1175.8338415091291,4.802575258043721E-9,-1.5706808810407502
2,7,31622.776601683792,1025.6692106246062,4.906963335343545E-9,-1.5707858352285875
2,7,35481.33892335753,906.0787974326261,4.950558122621975E-9,-1.5707962902106078
2,7,39810.71705534977,802.6124062291494,4.980973866853697E-9,-1.5707919754295316
2,7,44668.359215096345,710.9545627199522,5.011621757423904E-9,-1.5707727243458771
2,10,1,1.919336273993887E7,8.292187685523272E-9,-1.570257967412782
2,10,1.1220184543019633,1.710613817941128E7,8.292170724146225E-9,-1.5701923126777422
2,10,1.2589254117941673,1.5245901675639827E7,8.292149373105512E-9,-1.5701186613119413
2,10,1.4125375446227544,1.3587969019994475E7,8.292122496324473E-9,-1.5700360435317626
2,10,1.5848931924611136,1.2110340445372347E7,8.292088668883585E-9,-1.5699433736767918
2,10,1.7782794100389228,1.079340871224216E7,8.29204609679216E-9,-1.5698394370778208
2,10,1.9952623149688797,9619698.87917699,8.291992567079927E-9,-1.569722875570585
2,10,2.23872113856834,8573636.634994846,8.291925148763505E-9,-1.5695921726628024
2,10,2.51188643150958,7641341.2974734465,8.29184032016332E-9,-1.5694456360618128
2,10,2.8183829312644537,6810441.830446258,8.29173363183941E-9,-1.5692813806181085
2,10,3.1622776601683795,6069912.733219835,8.29159939493993E-9,-1.5690973109796311
2,10,3.548133892335755,5409927.565066178,8.291430592208946E-9,-1.5688911027123014
2,10,3.981071705534973,4821728.707403178,8.291218325148454E-9,-1.5686601864570502
2,10,4.466835921509632,4297511.013550754,8.290951572279552E-9,-1.5684017323244532
2,10,5.011872336272724,3830318.354791497,8.290616453439547E-9,-1.568112640771194
2,10,5.623413251903491,3413951.253766838,8.2901956308485E-9,-1.5677895396989328
2,10,6.309573444801933,3042884.5657370156,8.2896676054652E-9,-1.5674287917872685
2,10,7.07945784384138,2712194.220913265,8.289005568177562E-9,-1.5670265219160895
2,10,7.943282347242816,2417491.793808377,8.28817640263304E-9,-1.5665786657967313
2,10,8.912509381337456,2154866.2556396737,8.287139305730047E-9,-1.5660810559418892
2,10,10,1920832.0278258633,8.285844269634035E-9,-1.5655295560101028
2,10,11.220184543019636,1712282.6592918464,8.284230437190526E-9,-1.5649202607300619
2,10,12.589254117941675,1526449.4915821708,8.282224520011858E-9,-1.5642497802975919
2,10,14.125375446227547,1360864.8207230128,8.279739154709047E-9,-1.5635156367337575
2,10,15.848931924611142,1213328.970239607,8.276671905227816E-9,-1.5627167889754474
2,10,17.78279410038923,1081880.9162024988,8.272904952786233E-9,-1.5618543092479136
2,10,19.952623149688797,964772.0369646983,8.268306233227354E-9,-1.5609322143240902
2,10,22.3872113856834,860442.6379725271,8.262732922731251E-9,-1.5599584194645701
2,10,25.11886431509581,767500.9986992426,8.256037908458036E-9,-1.5589457534446052
2,10,28.18382931264455,684704.6752044392,8.248080332577903E-9,-1.5579128869526646
2,10,31.622776601683793,610943.8983166189,8.238740520014626E-9,-1.5568849611015276
2,10,35.48133892335755,545226.9113113064,8.227939246375947E-9,-1.555893607840274
2,10,39.810717055349734,486667.17263620964,8.2156594567988E-9,-1.5549760425666168
2,10,44.668359215096324,434472.31682918215,8.201967238778853E-9,-1.554172960342729
2,10,50.11872336272725,387934.7443813526,8.187027148142652E-9,-1.5535251711304057
2,10,56.23413251903491,346423.628975268,8.171106418507236E-9,-1.5530692549387868
2,10,63.09573444801933,309378.04908656346,8.154563306681686E-9,-1.5528329444039495
2,10,70.79457843841381,276300.79749483353,8.137820021249445E-9,-1.5528311630491114
2,10,79.43282347242817,246752.5745125939,8.121321870743213E-9,-1.5530637731797632
2,10,89.12509381337459,220346.20467005172,8.105492454292455E-9,-1.5535155828458442
2,10,100,196740.82566464902,8.090693588304721E-9,-1.5541586419375766
2,10,112.20184543019641,175636.13991618963,8.077198102097204E-9,-1.5549561946933421
2,10,125.89254117941675,156766.95441013513,8.065178970821385E-9,-1.5558673118063326
2,10,141.2537544622754,139898.23063029101,8.054714269847793E-9,-1.5568512174942264
2,10,158.48931924611142,124820.81248989301,8.045803226839518E-9,-1.5578706400747178
2,10,177.82794100389228,111347.8703109846,8.038388280282522E-9,-1.5588938990039385
2,10,199.52623149688807,99312.01667938835,8.032377906565207E-9,-1.5598958003696277
2,10,223.872113856834,88562.97430800064,8.027667720281043E-9,-1.5608575932029451
2,10,251.18864315095823,78965.68382272028,8.024157372213756E-9,-1.5617663392411543
2,10,281.8382931264455,70398.7254002228,8.021763870154203E-9,-1.5626139765814206
2,10,316.22776601683796,62752.96972067917,8.020431604369585E-9,-1.563396295055555
2,10,354.81338923357566,55930.39007635556,8.02014067021217E-9,-1.5641119807281296
2,10,398.1071705534973,49842.99169674547,8.020915433596214E-9,-1.5647617564883773
2,10,446.6835921509635,44411.85875960997,8.022830709404694E-9,-1.5653477212214244
2,10,501.18723362727246,39566.24676465391,8.026025594549575E-9,-1.5658727821000828
2,10,562.341325190349,35242.88937005557,8.030691379740352E-9,-1.5663405656103522
2,10,630.9573444801937,31384.843225059965,8.03718040208259E-9,-1.5667538600713278
2,10,707.945784384138,27941.232279554868,8.045953486400982E-9,-1.5671157387148167
2,10,794.3282347242822,24866.49101955419,8.05764424622921E-9,-1.5674289149055787
2,10,891.2509381337459,22119.632349590476,8.073174053648067E-9,-1.5676951290311318
2,10,1000,19663.7025462274,8.0938777131829E-9,-1.5679148959654743
2,10,1122.018454301964,17465.158197981094,8.121742237400909E-9,-1.5680868228886873
2,10,1258.9254117941675,15493.142126685576,8.15984827263467E-9,-1.5682063211111528
2,10,1412.5375446227554,13718.545922093617,8.213219769278295E-9,-1.5682630251520144
2,10,1584.893192461114,12112.633994175994,8.29054271653655E-9,-1.5682354430067054
2,10,1778.2794100389228,10644.01049665469,8.408459648563126E-9,-1.5680760232245021
2,10,1995.262314968881,9271.794147670902,8.603169433064774E-9,-1.5676678446179988
2,10,2238.72113856834,7924.412831550962,8.971328639576356E-9,-1.5666534367121954
2,10,2511.886431509582,6408.479285618689,9.887286291976978E-9,-1.563374045995864
2,10,2818.382931264455,3634.1519924904865,1.555032165078539E-8,-1.5322732624357742
2,10,3162.2776601683795,19476.52598323236,2.5885561324998952E-9,-1.512084658696103
2,10,3548.1338923357566,7855.497362292061,5.710149687972186E-9,-1.568598791951847
2,10,3981.0717055349733,6213.655490584888,6.433880544226395E-9,-1.57041129332612
2,10,4466.835921509635,5277.701778208761,6.751111593482969E-9,-1.570713891585739
2,10,5011.872336272725,4584.176944074028,6.927216468655428E-9,-1.570782598112076
2,10,5623.413251903491,4020.918617458264,7.038738786639549E-9,-1.5707960405417074
2,10,6309.573444801937,3544.517527381569,7.11644346247494E-9,-1.5707938990263781
2,10,7079.457843841381,3132.9060416936745,7.175840243801668E-9,-1.5707865481120409
2,10,7943.282347242822,2772.4166218289547,7.227059625016753E-9,-1.5707757512600415
2,10,8912.509381337459,2452.7771402912313,7.280514011623995E-9,-1.5707581214556725
2,10,10000,2163.016000947502,7.358010459960726E-9,-1.5707163935617259
2,10,11220.18454301963,1872.3844920009456,7.575740966769855E-9,-1.5704895055556967
2,10,12589.254117941688,2165.3257336904608,5.838486926083014E-9,-1.5668290936543996
2,10,14125.375446227554,1609.3284051011321,7.001247900874237E-9,-1.570743956503859
2,10,15848.93192461114,1410.276468658363,7.120588231239282E-9,-1.5707917195225205
2,10,17782.794100389227,1247.5674787710275,7.173912684631416E-9,-1.5707962948806673
2,10,19952.62314968879,1106.0676493858798,7.211713107361799E-9,-1.5707920867398422
2,10,22387.211385683422,980.4333847694598,7.251069048445004E-9,-1.570775942395106
2,10,25118.864315095823,865.8333652627898,7.317888973517827E-9,-1.570700372750156
2,10,28183.82931264455,737.3888069285429,7.658155978711863E-9,-1.569110629189933
2,10,31622.776601683792,726.8281627192739,6.924503456082677E-9,-1.5697201827658023
2,10,35481.33892335753,630.4138588150039,7.115319296722224E-9,-1.5705427787476816
2,10,39810.71705534977,557.2774003136304,7.173792093375704E-9,-1.5701686247350135
2,10,44668.359215096345,494.5714659265961,7.204288156769213E-9,-1.5707783410983962
5,5,1,1.6465113351744188E7,9.666191770084997E-9,-1.5707641772123764
5,5,1.1220184543019633,1.467454781020065E7,9.666191712766795E-9,-1.5707602543753876
5,5,1.2589254117941673,1.3078704602582628E7,9.666191640448262E-9,-1.5707558528821135
5,5,1.4125375446227544,1.1656407859278364E7,9.666191549080074E-9,-1.570750914328606
5,5,1.5848931924611136,1.0388784566741403E7,9.666191433596692E-9,-1.570745373184932
5,5,1.7782794100389228,9259014.132786732,9.666191289009159E-9,-1.5707391559256594
5,5,1.9952623149688797,8252105.187899574,9.666191110531361E-9,-1.5707321800543212
5,5,2.23872113856834,7354696.668234524,9.666190881815306E-9,-1.5707243530108896
5,5,2.51188643150958,6554880.504961635,9.666190593796628E-9,-1.5707155709413876
5,5,2.8183829312644537,5842043.622099174,9.666190233484417E-9,-1.570705717321798
5,5,3.1622776601683795,5206727.109453134,9.666189778451963E-9,-1.5706946614141213
5,5,3.548133892335755,4640500.702341655,9.66618920515514E-9,-1.5706822565311866
5,5,3.981071705534973,4135850.92137202,9.666188480555814E-9,-1.5706683380946458
5,5,4.466835921509632,3686081.3676274517,9.66618757281357E-9,-1.570652721449983
5,5,5.011872336272724,3285223.874337324,9.666186429335143E-9,-1.5706351994260184
5,5,5.623413251903491,2927959.3063325477,9.666184988270329E-9,-1.570615539589875
5,5,6.309573444801933,2609546.9791005165,9.666183175183833E-9,-1.570593481169512
5,5,7.07945784384138,2325761.7548101866,9.6661808926572E-9,-1.5705687316088843
5,5,7.943282347242816,2072837.9762588593,9.66617801771579E-9,-1.5705409627024014
5,5,8.912509381337456,1847419.4981308964,9.666174399107348E-9,-1.5705098062623828
5,5,10,1646515.1541780247,9.66616984436476E-9,-1.5704748492719733
5,5,11.220184543019636,1467459.0660229714,9.66616410985021E-9,-1.5704356284524836
5,5,12.589254117941675,1307875.268093077,9.666156890561789E-9,-1.5703916241848868
5,5,14.125375446227547,1165646.180311138,9.666147802357196E-9,-1.5703422537138314
5,5,15.848931924611142,1038884.5090250756,9.6661363620236E-9,-1.5702868635536404
5,5,17.78279410038923,925908.2038141569,9.66612196127257E-9,-1.5702247210128177
5,5,19.952623149688797,825218.1378458792,9.66610383265205E-9,-1.570155004752836
5,5,22.3872113856834,735478.2150261785,9.666081012262696E-9,-1.570076794275065
5,5,25.11886431509581,655497.6409160595,9.666052288290978E-9,-1.5699890582578704
5,5,28.18382931264455,584215.1219594596,9.666016131633405E-9,-1.5698906416628722
5,5,31.622776601683793,520684.7820757002,9.665970625073417E-9,-1.5697802514882706
5,5,35.48133892335755,464063.61218363733,9.665913350576098E-9,-1.5696564411902132
5,5,39.810717055349734,413600.2833582652,9.665841272290996E-9,-1.56951759364834
5,5,44.668359215096324,368625.1774711797,9.665750571140881E-9,-1.5693619028177233
5,5,50.11872336272725,328541.50157367473,9.665636448207507E-9,-1.5691873541004768
5,5,56.23413251903491,292817.36868806527,9.665492877990015E-9,-1.5689917037322163
5,5,63.09573444801933,260978.74033035577,9.665312283106405E-9,-1.5687724576603606
5,5,70.79457843841381,232603.1350677535,9.665085185368384E-9,-1.5685268504796308
5,5,79.43282347242817,207314.02345287902,9.664799687121329E-9,-1.5682518258174076
5,5,89.12509381337459,184775.83074764945,9.664440903009192E-9,-1.5679440195454757
5,5,100,164689.48385972684,9.663990225538907E-9,-1.5675997484857465
5,5,112.20184543019641,146788.4422534891,9.663424437251768E-9,-1.567215008013773
5,5,125.89254117941675,130835.16020745535,9.662714644979088E-9,-1.5667854835245936
5,5,141.2537544622754,116617.9336073825,9.66182500158634E-9,-1.5663065826188263
5,5,158.48931924611142,103948.08927185256,9.660711198203051E-9,-1.5657734973872584
5,5,177.82794100389228,92657.47945246812,9.659318712721147E-9,-1.565181309246956
5,5,199.52623149688807,82596.2474941493,9.657580895545521E-9,-1.5645251521604406
5,5,223.872113856834,73630.83563082664,9.655416893375319E-9,-1.5638004546955355
5,5,251.18864315095823,65642.2077429308,9.652729592326123E-9,-1.5630032848873001
5,5,281.8382931264455,58524.262960574495,9.649403885770089E-9,-1.562130823566388
5,5,316.22776601683796,52182.42033418571,9.645305444114212E-9,-1.5611819955386188
5,5,354.81338923357566,46532.35233421311,9.640281118158647E-9,-1.56015826874521
5,5,398.1071705534973,41498.85406612541,9.634161327733318E-9,-1.5590646283321286
5,5,446.6835921509635,37014.83357537038,9.626765360649128E-9,-1.5579106932854516
5,5,501.18723362727246,33020.406026233766,9.617912017141454E-9,-1.5567118585159432
5,5,562.341325190349,29462.106986524886,9.607429409426296E-9,-1.5554904902676292
5,5,630.9573444801937,26292.118022229984,9.595195443741746E-9,-1.5542760060297738
5,5,707.945784384138,23467.70606724787,9.581145969426551E-9,-1.5531052373688046
5,5,794.3282347242822,20950.65806120876,9.565309209318599E-9,-1.5520211188934003
5,5,891.2509381337459,18706.799396043658,9.547840333253386E-9,-1.5510698065732136
5,5,1000,16705.606580504624,9.529039820344504E-9,-1.5502966492984513
5,5,1122.018454301964,14919.87398826105,9.50935915195441E-9,-1.5497410594725405
5,5,1258.9254117941675,13325.425651838603,9.489387242297165E-9,-1.5494311909621439
5,5,1412.5375446227554,11900.854930384314,9.46981682242633E-9,-1.5493795881732069
5,5,1584.893192461114,10627.280147812096,9.451391289236397E-9,-1.5495812321751776
5,5,1778.2794100389228,9488.077362387883,9.434865491834943E-9,-1.550013474268052
5,5,1995.262314968881,8468.626751907615,9.420964659530975E-9,-1.550639190293639
5,5,2238.72113856834,7556.049523779179,9.41037523407601E-9,-1.5514112316983697
5,5,2511.886431509582,6738.958334934883,9.403766471551255E-9,-1.552277386513904
5,5,2818.382931264455,6007.230115758702,9.401847867934114E-9,-1.553184627488563
5,5,3162.2776601683795,5351.808232215974,9.405464669472107E-9,-1.5540818583478608
5,5,3548.1338923357566,4764.531046967103,9.41574530720849E-9,-1.5549205571100957
5,5,3981.0717055349733,4237.982548179778,9.43432352417356E-9,-1.555653114431636
5,5,4466.835921509635,3765.3487887280367,9.463700934013918E-9,-1.5562280978790541
5,5,5011.872336272725,3340.2572791972625,9.507888855626463E-9,-1.5565806518459133
5,5,5623.413251903491,2956.5546626417336,9.57365786920864E-9,-1.556612970141931
5,5,6309.573444801937,2607.9222819282536,9.673242327248186E-9,-1.5561503346189485
5,5,7079.457843841381,2287.0596465555554,9.831007485234056E-9,-1.5548259652197538
5,5,7943.282347242822,1983.5567511345105,1.0103098938447407E-8,-1.5517104883888404
5,5,8912.509381337459,1676.78426738806,1.0653751210108287E-8,-1.5436865584417256
5,5,10000,1301.0185689887003,1.2253750430315637E-8,-1.5127368288635588
5,5,11220.18454301963,500.5709337634774,4.7674269592070416E-8,-0.6365051283302078
5,5,12589.254117941688,2478.349355660443,5.112181077294096E-9,-1.5047252369712254
5,5,14125.375446227554,1608.0372540001586,7.0070079327370015E-9,-1.564509174357493
5,5,15848.93192461114,1316.712172640652,7.626575848507044E-9,-1.5695963568634257
5,5,17782.794100389227,1128.5289930424517,7.930625137647082E-9,-1.5705647914715308
5,5,19952.62314968879,983.2845655410265,8.112242219882748E-9,-1.5707733384650322
5,5,22387.211385683422,863.2078439397736,8.235780315039038E-9,-1.5707939850076582
5,5,25118.864315095823,760.6662019254394,8.329635778370483E-9,-1.5707627878592985
5,5,28183.82931264455,671.505401442327,8.40950867115788E-9,-1.5707143223308575
5,5,31622.776601683792,593.0263782770913,8.486842151874133E-9,-1.5706499928102347
5,5,35481.33892335753,523.1256507065666,8.574605143302335E-9,-1.5705422566587648
5,5,39810.71705534977,459.31418374648194,8.70382892271029E-9,-1.5702232368437326
5,5,44668.359215096345,372.457186863294,9.56760568728666E-9,-1.5542441671396632
5,7,1,1.1559982417909615E7,1.3767749630656454E-8,-1.5707114949338643
5,7,1.1220184543019633,1.0302845628286038E7,1.3767749037449413E-8,-1.570701143984577
5,7,1.2589254117941673,9182421.354126863,1.3767748270227492E-8,-1.5706895300729415
5,7,1.4125375446227544,8183842.2180137625,1.376774732859753E-8,-1.5706764991081967
5,7,1.5848931924611136,7293857.697769346,1.3767746139671274E-8,-1.5706618782110837
5,7,1.7782794100389228,6500658.235488215,1.3767744647558265E-8,-1.5706454734139568
5,7,1.9952623149688797,5793718.550171043,1.3767742788711432E-8,-1.5706270670930078
5,7,2.23872113856834,5163657.998267533,1.3767740426406695E-8,-1.5706064151049994
5,7,2.51188643150958,4602116.05070217,1.3767737452574746E-8,-1.5705832435317655
5,7,2.8183829312644537,4101641.38311953,1.3767733721929313E-8,-1.5705572450716276
5,7,3.1622776601683795,3655593.0078803515,1.3767729013271747E-8,-1.5705280749978703
5,7,3.548133892335755,3258052.1303177145,1.3767723087663517E-8,-1.5704953465863218
