width (mm),length (mm),frequency (Hz),admittance (S),phase (rad)
1,2,39810.71705534977,2.4383903527422967E-4,1.5475361902589568
1,2,40738.02778041131,2.514080397526721E-4,1.5476377535948702
1,2,41686.93834703355,2.594635793764682E-4,1.547748826065073
1,2,42657.95188015926,2.6808800551555333E-4,1.5478704688507487
1,2,43651.58322401656,2.773879182549663E-4,1.5480038037948949
1,2,44668.359215096345,2.875040808927597E-4,1.5481499428823868
1,2,45708.818961487515,2.986266450832745E-4,1.5483098346401225
1,2,46773.51412871981,3.1101933098316806E-4,1.5484839431272783
1,2,47863.0092322638,3.2505937599552155E-4,1.5486715812633263
1,2,48977.881936844664,3.413067127620914E-4,1.5488695038629021
1,5,1,1.4699684220819962E-8,1.5474203613633002
1,5,1.023292992280754,1.5042083852350742E-8,1.547420361363648
1,5,1.0471285480508996,1.5392458996639245E-8,1.5474203613654067
1,5,1.0715193052376064,1.5750995426371244E-8,1.5474203613666677
1,5,1.096478196143185,1.6117883241901937E-8,1.5474203613674584
1,5,1.1220184543019633,1.649331697324147E-8,1.547420361369002
1,5,1.1481536214968828,1.6877495679544092E-8,1.5474203613706985
1,5,1.1748975549395295,1.7270623057669195E-8,1.5474203613722468
1,5,1.202264434617413,1.7672907547797574E-8,1.5474203613728055
1,5,1.2302687708123816,1.8084562448441214E-8,1.5474203613743112
1,5,1.2589254117941673,1.8505806024056697E-8,1.5474203613765576
1,5,1.288249551693134,1.8936861622092236E-8,1.547420361377719
1,5,1.318256738556407,1.937795779578926E-8,1.5474203613798658
1,5,1.3489628825916535,1.98293284184361E-8,1.5474203613808062
1,5,1.3803842646028848,2.029121281435316E-8,1.547420361382957
1,5,1.4125375446227544,2.0763855880156667E-8,1.547420361385082
1,5,1.4454397707459274,2.1247508217319714E-8,1.5474203613870454
1,5,1.4791083881682074,2.17424262646885E-8,1.547420361389203
1,5,1.5135612484362082,2.2248872434307023E-8,1.5474203613915072
1,5,1.5488166189124815,2.2767115250538285E-8,1.5474203613933364
1,5,1.5848931924611136,2.3297429492717598E-8,1.547420361395254
1,5,1.62181009735893,2.384009634233583E-8,1.5474203613985633
1,5,1.6595869074375607,2.439540352501244E-8,1.547420361400574
1,5,1.6982436524617444,2.496364547536896E-8,1.5474203614039037
1,5,1.7378008287493754,2.5545123480598806E-8,1.5474203614064925
1,5,1.7782794100389228,2.6140145849998235E-8,1.5474203614104112
1,5,1.8197008586099834,2.6749028070904905E-8,1.5474203614140132
1,5,1.8620871366628675,2.7372092982244795E-8,1.5474203614190265
1,5,1.9054607179632472,2.8009670941616347E-8,1.5474203614249056
1,5,1.9498445997580451,2.866210000065746E-8,1.547420361431387
1,5,1.9952623149688795,2.9329726081691637E-8,1.5474203614357493
1,5,2.041737944669529,3.001290317236648E-8,1.5474203614405613
1,5,2.0892961308540396,3.071199350173421E-8,1.547420361444954
1,5,2.137962089502232,3.14273677371499E-8,1.5474203614495452
1,5,2.1877616239495525,3.215940517986407E-8,1.547420361454516
1,5,2.23872113856834,3.290849396617351E-8,1.5474203614600885
1,5,2.290867652767773,3.367503127226799E-8,1.5474203614654174
1,5,2.344228815319922,3.445942352648324E-8,1.5474203614714162
1,5,2.3988329190194904,3.526208662380749E-8,1.5474203614773248
1,5,2.4547089156850306,3.6083446147595216E-8,1.5474203614838375
1,5,2.51188643150958,3.692393759324176E-8,1.5474203614901763
1,5,2.570395782768864,3.778400660047649E-8,1.5474203614970816
1,5,2.6302679918953817,3.8664109191061906E-8,1.5474203615051483
1,5,2.6915348039269156,3.956471200984643E-8,1.547420361515558
1,5,2.7542287033381663,4.048629256234108E-8,1.547420361525131
1,5,2.8183829312644537,4.142933948214475E-8,1.5474203615338817
1,5,2.884031503126606,4.2394352785521867E-8,1.5474203615419952
1,5,2.951209226666386,4.338184413806412E-8,1.5474203615508029
1,5,3.019951720402016,4.439233712137475E-8,1.5474203615602682
1,5,3.0902954325135905,4.5426367509351656E-8,1.5474203615693214
1,5,3.1622776601683795,4.648448356311399E-8,1.5474203615796847
1,5,3.2359365692962827,4.756724631063469E-8,1.5474203615918605
1,5,3.311311214825911,4.867522984824024E-8,1.54742036160571
1,5,3.3884415613920256,4.980902163688211E-8,1.5474203616190247
1,5,3.4673685045253166,5.096922282680761E-8,1.5474203616311208
1,5,3.548133892335755,5.215644857561091E-8,1.5474203616436741
1,5,3.630780547701014,5.337132836691577E-8,1.5474203616565994
1,5,3.715352290971726,5.4614506348929324E-8,1.5474203616711926
1,5,3.8018939632056115,5.5886641672464186E-8,1.5474203616873894
1,5,3.890451449942806,5.7188408832480326E-8,1.5474203617026052
1,5,3.9810717055349722,5.8520498052471385E-8,1.5474203617198963
1,5,4.073802778041127,5.988361561416321E-8,1.547420361736266
1,5,4.168693834703354,6.127848427046636E-8,1.5474203617543592
1,5,4.265795188015927,6.270584360171654E-8,1.5474203617754132
1,5,4.36515832240166,6.416645040857682E-8,1.547420361797301
1,5,4.466835921509632,6.566107911540163E-8,1.5474203618179032
1,5,4.570881896148751,6.719052220911328E-8,1.5474203618415046
1,5,4.677351412871983,6.875559061110562E-8,1.5474203618648648
1,5,4.786300923226384,7.035711415311354E-8,1.54742036189168
1,5,4.8977881936844625,7.199594197299142E-8,1.547420361918292
1,5,5.011872336272724,7.367294300290072E-8,1.5474203619461186
1,5,5.1286138399136485,7.538900641411675E-8,1.547420361975102
1,5,5.248074602497725,7.714504207671877E-8,1.5474203620037181
1,5,5.370317963702527,7.894198107798336E-8,1.5474203620347562
1,5,5.495408738576246,8.078077616125359E-8,1.5474203620641398
1,5,5.623413251903491,8.266240231127133E-8,1.5474203620989024
1,5,5.7543993733715695,8.458785717494133E-8,1.547420362135092
1,5,5.88843655355589,8.655816166058118E-8,1.5474203621741485
1,5,6.025595860743578,8.857436043625515E-8,1.5474203622130056
1,5,6.165950018614822,9.063752253914148E-8,1.547420362255822
1,5,6.309573444801933,9.274874186410046E-8,1.547420362298504
1,5,6.456542290346556,9.490913782126781E-8,1.547420362343453
1,5,6.606934480075961,9.71198558734574E-8,1.5474203623889058
1,5,6.760829753919819,9.938206818390964E-8,1.5474203624370455
1,5,6.918309709189364,1.0169697421872966E-7,1.547420362489733
1,5,7.079457843841379,1.0406580135757354E-7,1.5474203625439154
1,5,7.244359600749901,1.0648980558834754E-7,1.5474203626002971
1,5,7.413102413009175,1.0897027215169051E-7,1.5474203626590575
1,5,7.5857757502918375,1.1150851622027042E-7,1.5474203627191643
1,5,7.762471166286917,1.1410588361265458E-7,1.5474203627819056
1,5,7.943282347242816,1.1676375150656347E-7,1.5474203628502416
1,5,8.128305161640993,1.1948352913846035E-7,1.5474203629233194
1,5,8.31763771102671,1.222666585527111E-7,1.5474203629982164
1,5,8.511380382023766,1.2511461540701857E-7,1.5474203630759407
1,5,8.709635899560807,1.2802890974036776E-7,1.547420363157427
1,5,8.912509381337456,1.3101108675303484E-7,1.5474203632437036
1,5,9.120108393559097,1.3406272763710514E-7,1.547420363334135
1,5,9.33254300796991,1.3718545040816213E-7,1.5474203634278985
1,5,9.549925860214358,1.4038091078801816E-7,1.5474203635264032
1,5,9.772372209558107,1.4365080306428384E-7,1.5474203636307515
1,5,10,1.4699686096273087E-7,1.5474203637384787
1,5,10.232929922807541,1.504208586182626E-7,1.5474203638509632
1,5,10.471285480508996,1.5392461149843737E-7,1.5474203639694644
1,5,10.715193052376065,1.575099773345044E-7,1.5474203640933983
1,5,10.964781961431852,1.6117885712956486E-7,1.547420364221515
1,5,11.220184543019636,1.6493319619452626E-7,1.547420364355771
1,5,11.481536214968829,1.6877498516863976E-7,1.5474203645002478
1,5,11.748975549395297,1.727062609744258E-7,1.5474203646487334
1,5,12.02264434617413,1.7672910806051155E-7,1.5474203648047933
1,5,12.302687708123818,1.808456593978917E-7,1.5474203649682772
1,5,12.589254117941675,1.850580976577599E-7,1.5474203651402105
1,5,12.882495516931343,1.8936865627873856E-7,1.5474203653153513
1,5,13.182567385564074,1.9377962090171028E-7,1.5474203655050476
1,5,13.48962882591654,1.9829333020788785E-7,1.5474203657015935
1,5,13.803842646028853,2.0291217745438494E-7,1.5474203659066152
1,5,14.125375446227547,2.076386116417889E-7,1.5474203661222403
1,5,14.454397707459272,2.124751387888197E-7,1.5474203663472876
1,5,14.791083881682072,2.174243233047437E-7,1.5474203665826527
1,5,15.13561248436208,2.2248878935411962E-7,1.5474203668306794
1,5,15.488166189124811,2.2767122218334347E-7,1.547420367090534
1,5,15.848931924611133,2.3297436958187094E-7,1.5474203673601472
1,5,16.218100973589298,2.3840104345500528E-7,1.5474203676475338
1,5,16.595869074375607,2.4395412100642266E-7,1.5474203679442737
1,5,16.982436524617444,2.4963654663598836E-7,1.5474203682552885
1,5,17.378008287493753,2.554513332434318E-7,1.547420368579842
1,5,17.78279410038923,2.6140156396187527E-7,1.5474203689204538
1,5,18.197008586099834,2.67490393709551E-7,1.547420369277823
1,5,18.620871366628677,2.737210508588324E-7,1.5474203696501612
1,5,19.054607179632473,2.8009683909696113E-7,1.5474203700430622
1,5,19.498445997580454,2.866211389418494E-7,1.5474203704547616
1,5,19.952623149688797,2.9329740969300767E-7,1.5474203708843883
1,5,20.417379446695296,3.0012919122245304E-7,1.547420371332753
1,5,20.892961308540396,3.0712010589541136E-7,1.5474203718019808
1,5,21.379620895022324,3.1427386046632615E-7,1.5474203722942164
1,5,21.87761623949553,3.2159424802245645E-7,1.5474203728124496
1,5,22.3872113856834,3.2908514993567587E-7,1.5474203733540035
1,5,22.908676527677734,3.3675053800936346E-7,1.5474203739187786
1,5,23.442288153199225,3.4459447666137304E-7,1.5474203745113748
1,5,23.98832919019491,3.526211249176836E-7,1.5474203751327422
1,5,24.547089156850312,3.608347386787764E-7,1.5474203757840135
1,5,25.11886431509581,3.6923967290107155E-7,1.5474203764615677
1,5,25.703957827688633,3.778403842122126E-7,1.5474203771737645
1,5,26.302679918953814,3.8664143299405397E-7,1.5474203779264986
1,5,26.915348039269155,3.956474855034254E-7,1.5474203787068466
1,5,27.542287033381662,4.0486331704185524E-7,1.547420379521133
1,5,28.183829312644534,4.1429381425523475E-7,1.5474203803796045
1,5,28.84031503126606,4.2394397735708145E-7,1.5474203812788547
1,5,29.512092266663856,4.3381892300818066E-7,1.5474203822168233
1,5,30.19951720402016,4.4392388725692954E-7,1.5474203831987674
1,5,30.902954325135905,4.542642281016286E-7,1.547420384230232
1,5,31.622776601683793,4.6484542827258655E-7,1.5474203853117778
1,5,32.359365692962825,4.7567309813417413E-7,1.5474203864425673
1,5,33.11311214825911,4.867529787930599E-7,1.5474203876224075
1,5,33.884415613920254,4.980909454034295E-7,1.5474203888643987
1,5,34.673685045253166,5.096930093780497E-7,1.5474203901583887
1,5,35.48133892335755,5.215653228700587E-7,1.547420391520238
1,5,36.30780547701014,5.337141805670603E-7,1.5474203929381203
1,5,37.15352290971726,5.461460245264166E-7,1.5474203944266587
1,5,38.018939632056124,5.588674465562756E-7,1.5474203959888093
1,5,38.90451449942807,5.718851917936533E-7,1.5474203976197107
1,5,39.810717055349734,5.852061628514116E-7,1.5474203993281535
1,5,40.73802778041128,5.988374225793929E-7,1.5474204011023955
1,5,41.68693834703355,6.127861995048406E-7,1.5474204029697325
1,5,42.657951880159274,6.270598896431776E-7,1.5474204049267986
1,5,43.65158322401661,6.416660615500027E-7,1.5474204069789
1,5,44.668359215096324,6.566124599470276E-7,1.5474204091270394
1,5,45.708818961487516,6.719070101697231E-7,1.5474204113784817
1,5,46.77351412871981,6.875578220870715E-7,1.5474204137370335
1,5,47.86300923226383,7.035731944598085E-7,1.5474204162062708
1,5,48.97788193684461,7.199616194450507E-7,1.5474204187916252
1,5,50.11872336272722,7.367317869838927E-7,1.547420421497447
1,5,51.28613839913648,7.53892589625283E-7,1.5474204243322018
1,5,52.48074602497726,7.714531269855287E-7,1.5474204273024774
1,5,53.70317963702527,7.894227105204073E-7,1.5474204304102868
1,5,54.954087385762456,8.078108688182479E-7,1.5474204336638724
1,5,56.23413251903491,8.266273526288683E-7,1.5474204370750264
1,5,57.543993733715695,8.458821394340342E-7,1.5474204406457153
1,5,58.8843655355589,8.655854392356642E-7,1.5474204443801882
1,5,60.25595860743578,8.857477004278495E-7,1.5474204482939724
1,5,61.65950018614822,9.063796144288377E-7,1.5474204523942934
1,5,63.09573444801933,9.274921214413221E-7,1.5474204566824572
1,5,64.56542290346556,9.490964174626716E-7,1.5474204611773301
1,5,66.06934480075961,9.71203958356656E-7,1.5474204658802593
1,5,67.60829753919819,9.938264678367007E-7,1.5474204708095531
1,5,69.18309709189366,1.0169759419324334E-6,1.5474204759682486
1,5,70.79457843841381,1.0406646568038772E-6,1.547420481372001
1,5,72.44359600749902,1.0649051740262926E-6,1.54742048702486
1,5,74.13102413009177,1.0897103491091979E-6,1.547420492953957
1,5,75.8577575029184,1.1150933352454032E-6,1.5474204991536007
1,5,77.6247116628692,1.1410675939558503E-6,1.547420505650283
1,5,79.43282347242817,1.1676468992850196E-6,1.547420512452429
1,5,81.28305161640995,1.1948453465593532E-6,1.547420519572865
1,5,83.17637711026708,1.222677359899612E-6,1.5474205270311547
1,5,85.11380382023764,1.2511576991245178E-6,1.547420534840611
1,5,87.09635899560806,1.2803014683157075E-6,1.54742054301978
1,5,89.12509381337455,1.3101241231879294E-6,1.5474205515822932
1,5,91.20108393559097,1.3406414804501438E-6,1.547420560554022
1,5,93.3254300796991,1.3718697242905404E-6,1.5474205699458614
1,5,95.49925860214358,1.4038254169813504E-6,1.5474205797818346
1,5,97.72372209558107,1.436525506484452E-6,1.5474205900819293
1,5,100,1.4699873367864092E-6,1.5474206008803546
1,5,102.32929922807547,1.5042286528999855E-6,1.5474206121708742
1,5,104.71285480508996,1.5392676170269534E-6,1.5474206239947204
1,5,107.1519305237607,1.5751228140583582E-6,1.5474206363831917
1,5,109.64781961431851,1.6118132605530583E-6,1.547420649351388
1,5,112.2018454301963,1.6493584176846024E-6,1.5474206629314764
1,5,114.81536214968828,1.6877781995874258E-6,1.5474206771475036
1,5,117.48975549395291,1.7270929855032577E-6,1.547420692034821
1,5,120.22644346174131,1.7673236290559466E-6,1.5474207076223012
1,5,123.02687708123811,1.808491470681413E-6,1.5474207239461746
1,5,125.89254117941675,1.8506183480414696E-6,1.5474207410399419
1,5,128.82495516931337,1.893726607275133E-6,1.5474207589323477
1,5,131.82567385564073,1.9378391175266828E-6,1.5474207776726387
1,5,134.89628825916532,1.9829792799855637E-6,1.547420797298753
1,5,138.03842646028852,2.0291710411469156E-6,1.5474208178471118
1,5,141.2537544622754,2.076438907165042E-6,1.5474208393669995
1,5,144.5439770745928,2.1248079547513833E-6,1.5474208618991048
1,5,147.91083881682073,2.174303846051158E-6,1.5474208854921396
1,5,151.35612484362088,2.224952842346727E-6,1.5474209102017105
1,5,154.88166189124811,2.276781816153954E-6,1.5474209360716882
1,5,158.48931924611142,2.329818268583019E-6,1.5474209631643576
1,5,162.18100973589299,2.3840903412792957E-6,1.5474209915340646
1,5,165.95869074375614,2.4396268332088027E-6,1.5474210212437713
1,5,169.82436524617444,2.4964572140021097E-6,1.5474210523477485
1,5,173.78008287493762,2.5546116434097417E-6,1.5474210849226
1,5,177.82794100389228,2.614120983480143E-6,1.5474211190336211
1,5,181.97008586099844,2.675016817007169E-6,1.547421154753897
1,5,186.20871366628674,2.737331463685934E-6,1.547421192156118
1,5,190.54607179632484,2.801097998364755E-6,1.5474212313206723
1,5,194.98445997580455,2.866350268898461E-6,1.5474212723369876
1,5,199.52623149688807,2.9331229115015893E-6,1.547421315284107
1,5,204.17379446695296,3.001451373212483E-6,1.5474213602570939
1,5,208.92961308540387,3.0713719279915955E-6,1.5474214073497188
1,5,213.79620895022325,3.1429216988182073E-6,1.5474214566694595
1,5,218.77616239495518,3.216138674101457E-6,1.5474215083161418
1,5,223.872113856834,3.2910617303072104E-6,1.5474215623978085
1,5,229.08676527677724,3.367730652542341E-6,1.547421619027176
1,5,234.42288153199226,3.4461861561058303E-6,1.5474216783240546
1,5,239.88329190194898,3.526469910239462E-6,1.547421740425099
1,5,245.4708915685031,3.6086245542561737E-6,1.5474218054493418
1,5,251.18864315095797,3.6926937285252277E-6,1.547421873542604
1,5,257.03957827688646,3.778722092508954E-6,1.5474219448486208
1,5,263.02679918953817,3.8667553514535306E-6,1.5474220195212065
1,5,269.1534803926917,3.956840279067451E-6,1.5474220977172546
1,5,275.4228703338166,4.0490247437616785E-6,1.547422179599655
1,5,281.8382931264455,4.143357736205164E-6,1.5474222653474612
1,5,288.40315031266056,4.239889393625189E-6,1.5474223551438642
1,5,295.1209226666387,4.338671026334404E-6,1.5474224491749315
1,5,301.9951720402016,4.439755149451748E-6,1.5474225476477719
1,5,309.0295432513592,4.543195506290489E-6,1.5474226507674451
1,5,316.22776601683796,4.649047101314569E-6,1.5474227587540867
1,5,323.5936569296284,4.757366228633584E-6,1.5474228718374683
1,5,331.1311214825911,4.8682105046040415E-6,1.5474229902656735
1,5,338.84415613920277,4.981638893529226E-6,1.5474231142813153
1,5,346.73685045253166,5.097711747018125E-6,1.5474232441517615
1,5,354.81338923357566,5.2164908330126E-6,1.547423380154141
1,5,363.0780547701014,5.3380393715955355E-6,1.5474235225817883
1,5,371.5352290971724,5.46242206737128E-6,1.5474236717385534
1,5,380.1893963205613,5.589705145083365E-6,1.54742382793825
1,5,389.04514499428046,5.71995638986211E-6,1.5474239915186643
1,5,398.1071705534973,5.853245181141296E-6,1.547424162832243
1,5,407.3802778041126,5.989642528338934E-6,1.547424342235294
1,5,416.8693834703355,6.129221120647127E-6,1.5474245301250846
1,5,426.57951880159254,6.27205535129374E-6,1.5474247268888335
1,5,436.5158322401661,6.418221374314008E-6,1.5474249329533403
1,5,446.683592150963,6.567797140872748E-6,1.547425148765234
1,5,457.0881896148752,6.720862437069939E-6,1.5474253747776174
1,5,467.73514128719813,6.877498865685642E-6,1.5474256112811466
1,5,478.6300923226385,7.037786038980533E-6,1.5474258481489713
1,5,489.77881936844614,7.201815347828395E-6,1.547426101771778
1,5,501.18723362727246,7.369674448224659E-6,1.5474263725327502
1,5,512.8613839913648,7.541451207950355E-6,1.5474266561496395
1,5,524.8074602497728,7.717237428902015E-6,1.5474269532219331
1,5,537.0317963702527,7.897127198047653E-6,1.547427264626783
1,5,549.5408738576248,8.081216635720069E-6,1.547427590785597
1,5,562.341325190349,8.269604244265778E-6,1.547427932390651
1,5,575.4399373371573,8.462390878634384E-6,1.5474282901871308
1,5,588.843655355589,8.659679762783805E-6,1.5474286648825644
1,5,602.5595860743581,8.861576759175484E-6,1.5474290576043628
1,5,616.5950018614822,9.068189893734475E-6,1.5474294687387757
1,5,630.9573444801937,9.27963008453611E-6,1.5474298993771796
1,5,645.6542290346556,9.496010808615901E-6,1.5474303504492348
1,5,660.6934480075957,9.717448258233858E-6,1.5474308229245672
1,5,676.0829753919819,9.94406142300456E-6,1.5474313178381278
1,5,691.8309709189363,1.0175972147157742E-5,1.54743183626549
1,5,707.945784384138,1.041330519553451E-5,1.5474323793166531
1,5,724.4359600749899,1.0656188350324794E-5,1.5474329481738787
1,5,741.3102413009177,1.0904752481596557E-5,1.5474335440840072
1,5,758.5775750291835,1.1159131612430587E-5,1.5474341683350452
1,5,776.247116628692,1.141946302487407E-5,1.547434822299908
1,5,794.3282347242813,1.1685887321736197E-5,1.547435507400494
1,5,812.8305161640995,1.195854852679748E-5,1.5474362251328027
1,5,831.7637711026708,1.2237594177359698E-5,1.5474369770737564
1,5,851.1380382023768,1.2523175408203101E-5,1.547437764870201
1,5,870.9635899560806,1.2815447053337319E-5,1.5474385902508325
1,5,891.2509381337459,1.3114567744778935E-5,1.547439455031114
1,5,912.0108393559096,1.3420700019514314E-5,1.5474403611219611
1,5,933.2543007969915,1.3734010290685043E-5,1.5474413103472562
1,5,954.992586021436,1.4054669297117975E-5,1.547442304928503
1,5,977.2372209558112,1.4382852119770631E-5,1.5474433473287963
1,5,1000,1.4718737662705713E-5,1.5474444394178175
1,5,1023.2929922807547,1.5062509988349274E-5,1.5474455840912573
1,5,1047.1285480508996,1.541435723487983E-5,1.5474467836784032
1,5,1071.519305237607,1.5774472432262763E-5,1.5474480408556814
1,5,1096.4781961431852,1.6143053489310923E-5,1.5474493584507918
1,5,1122.018454301964,1.6520303307076067E-5,1.5474507394158008
1,5,1148.1536214968828,1.6906429956766937E-5,1.5474521868725555
1,5,1174.8975549395302,1.7301650646638976E-5,1.5474537082350055
1,5,1202.2644346174131,1.7706177300611E-5,1.5474552993670314
1,5,1230.268770812381,1.812023701599889E-5,1.5474569668141716
1,5,1258.9254117941675,1.8544060550839327E-5,1.5474587149008447
1,5,1288.2495516931335,1.8977884234087092E-5,1.5474605476903482
1,5,1318.2567385564075,1.9421950337369792E-5,1.547462469222911
1,5,1348.9628825916532,1.9876507757803035E-5,1.547464484014714
1,5,1380.3842646028852,2.0341811888219998E-5,1.5474665967306969
1,5,1412.537544622754,2.081812491913093E-5,1.5474688122865299
1,5,1445.439770745928,2.1305716037951578E-5,1.5474711358362971
1,5,1479.1083881682073,2.1804861715453855E-5,1.547473572834929
1,5,1513.5612484362086,2.23158459202246E-5,1.547476129022222
1,5,1548.816618912481,2.2838960375236914E-5,1.5474788104371107
1,5,1584.893192461114,2.337450486952348E-5,1.5474816234653717
1,5,1621.8100973589299,2.3922787678110514E-5,1.5474845749614652
1,5,1659.5869074375614,2.4484125207443858E-5,1.5474876717479236
1,5,1698.2436524617442,2.5058843346487283E-5,1.547490921454071
1,5,1737.8008287493763,2.5647277088151767E-5,1.547494331967618
1,5,1778.2794100389228,2.624977113000117E-5,1.5474979116490784
1,5,1819.7008586099844,2.6866680185489038E-5,1.5475016693054773
1,5,1862.0871366628676,2.7498369454944977E-5,1.547505614269102
1,5,1905.4607179632483,2.8145215000156044E-5,1.5475097563856601
1,5,1949.8445997580454,2.8807604256102623E-5,1.5475141060865145
1,5,1995.262314968881,2.9485936489115862E-5,1.5475186744054021
1,5,2041.7379446695295,3.018062335179178E-5,1.547523473034246
1,5,2089.2961308540407,3.089208940413316E-5,1.547528514345074
1,5,2137.9620895022326,3.1620772757831844E-5,1.5475338114631465
1,5,2187.761623949552,3.236712570138903E-5,1.547539378305291
1,5,2238.72113856834,3.3131615402375406E-5,1.547545229639769
1,5,2290.8676527677726,3.391472520478867E-5,1.547551381451941
1,5,2344.228815319923,3.471695330450754E-5,1.5475578498203448
1,5,2398.83291901949,3.553881675903185E-5,1.5475646527467108
1,5,2454.708915685031,3.6380850394437974E-5,1.5475718090838355
1,5,2511.88643150958,3.7243608321592266E-5,1.5475793388970305
1,5,2570.3957827688646,3.812766508195047E-5,1.54758726357255
1,5,2630.2679918953813,3.903361687688173E-5,1.5475956059214437
1,5,2691.5348039269165,3.9962082855019694E-5,1.5476043902696657
1,5,2754.2287033381663,4.0913706647943285E-5,1.5476136426166367
1,5,2818.382931264455,4.188915795103493E-5,1.5476233907580266
1,5,2884.031503126606,4.288913427363815E-5,1.5476336644276791
1,5,2951.209226666387,4.391436293134846E-5,1.5476444954800934
1,5,3019.9517204020162,4.4965603216714115E-5,1.5476559180787801
1,5,3090.295432513592,4.604364873620296E-5,1.547667968871961
1,5,3162.2776601683795,4.714933019206944E-5,1.5476806872698412
1,5,3235.9365692962842,4.828351823563685E-5,1.5476941156410682
1,5,3311.311214825911,4.944712686576704E-5,1.5477082996270914
1,5,3388.4415613920273,5.064111720193541E-5,1.5477232884653516
1,5,3467.368504525317,5.1866501588593666E-5,1.5477391353063024
1,5,3548.1338923357566,5.3124348400958584E-5,1.547755897627174
1,5,3630.780547701014,5.4415787404400274E-5,1.547773637672224
1,5,3715.3522909717276,5.5742015882025054E-5,1.5477924229582305
1,5,3801.8939632056126,5.7104305484913455E-5,1.5478123267983976
1,5,3890.4514499428046,5.8504010273022587E-5,1.5478334289699267
1,5,3981.0717055349733,5.994257579945768E-5,1.547855816415979
1,5,4073.802778041126,6.142154959843349E-5,1.5478795840505588
1,5,4168.693834703355,6.294259342037055E-5,1.5479048357110055
1,5,4265.795188015925,6.450749723324972E-5,1.5479316851749234
1,5,4365.158322401661,6.611819581400999E-5,1.5479602574084979
1,5,4466.835921509631,6.77767880102161E-5,1.5479906899367968
1,5,4570.881896148751,6.948555943697346E-5,1.5480231344379503
1,5,4677.351412871981,7.12470094612589E-5,1.5480577586078919
1,5,4786.300923226385,7.306388319497684E-5,1.548094748299505
1,5,4897.7881936844615,7.493920970242206E-5,1.548134309990757
1,5,5011.872336272725,7.687634820288508E-5,1.548176673718594
1,5,5128.613839913648,7.887904382044444E-5,1.5482220964688236
1,5,5248.074602497728,8.095149543039997E-5,1.5482708661344864
1,5,5370.317963702527,8.309843931232416E-5,1.54832330626221
1,5,5495.408738576249,8.532525212431234E-5,1.5483797815651725
1,5,5623.413251903491,8.76380796440318E-5,1.5484407045381043
1,5,5754.399373371572,9.004399829454781E-5,1.548506543259918
1,5,5888.43655355589,9.255122041189959E-5,1.5485778307478328
1,5,6025.5958607435805,9.516935700098136E-5,1.5486551760789073
1,5,6165.9500186148225,9.790975866597782E-5,1.5487392777605409
1,5,6309.573444801937,1.007859623182943E-4,1.548830939654152
1,5,6456.542290346556,1.0381428440493858E-4,1.5489310899314468
1,5,6606.9344800759645,1.070146209586683E-4,1.5490408036209462
1,5,6760.829753919819,1.1041154241128419E-4,1.5491613288806345
1,5,6918.309709189362,1.1403581887355962E-4,1.549294116946831
1,5,7079.457843841381,1.1792658776526175E-4,1.5494408546745382
1,5,7244.359600749898,1.2213450285229329E-4,1.5496034963044438
1,5,7413.102413009177,1.2672642516512472E-4,1.5497842861860835
1,5,7585.775750291836,1.317926159112825E-4,1.549985753629568
1,5,7762.4711662869195,1.3745814005273064E-4,1.5502106373574973
1,5,7943.282347242814,1.4390166745132264E-4,1.550461643078374
1,5,8128.305161640995,1.5138794806077846E-4,1.5507408090690116
1,5,8317.63771102671,1.6032716665416867E-4,1.5510479314262315
1,5,8511.380382023768,1.7139128740786906E-4,1.5513766250228003
1,5,8709.635899560806,1.8576338216970057E-4,1.5517039898840121
1,5,8912.509381337459,2.0573901566471554E-4,1.5519610446540915
1,5,9120.108393559096,2.3643809534928847E-4,1.5519355260439531
1,5,9332.543007969914,2.9208258391819693E-4,1.5508707242226165
1,5,9549.92586021436,4.324109125064012E-4,1.5449201228582714
1,5,9772.372209558112,0.0016679475036418434,1.460095105727873
1,5,10000,3.8509186120878826E-4,-1.5147944234999497
1,5,10232.929922807536,8.869433293036165E-5,-1.497989117622825
1,5,10471.285480509006,6.952335971979023E-6,-0.846446209521877
1,5,10715.193052376071,3.5641614302403914E-5,1.4550208272824865
1,5,10964.78196143185,6.046698477952335E-5,1.505170400650796
1,5,11220.18454301963,7.791049283856746E-5,1.520265665405982
1,5,11481.53621496884,9.126164543025044E-5,1.5273981845963125
1,5,11748.975549395303,1.0213204264238067E-4,1.5315075697974174
1,5,12022.644346174131,1.1140010471861504E-4,1.534161398772491
1,5,12302.68770812381,1.1958539212470682E-4,1.53600810833224
1,5,12589.254117941662,1.270151623110336E-4,1.5373628318649828
1,5,12882.495516931349,1.3390611082965263E-4,1.5383965025115924
1,5,13182.567385564074,1.4040771055800436E-4,1.539209579636471
1,5,13489.628825916532,1.4662666290438025E-4,1.5398648406713742
1,5,13803.842646028837,1.5264141249638917E-4,1.5404034678098526
1,5,14125.375446227554,1.5851113835096167E-4,1.5408535641387364
1,5,14454.39770745928,1.642815272024358E-4,1.5412349455769718
1,5,14791.083881682072,1.699885987326716E-4,1.5415619761102788
1,5,15135.612484362071,1.7566130914455785E-4,1.5418453171100464
1,5,15488.166189124828,1.81323366631102E-4,1.5420930459495692
1,5,15848.93192461114,1.869945247703492E-4,1.5423113936508668
